Country,Correlation,Annual CO₂ emissions growth (%)_1951,Annual CO₂ emissions growth (%)_1952,Annual CO₂ emissions growth (%)_1953,Annual CO₂ emissions growth (%)_1954,Annual CO₂ emissions growth (%)_1955,Annual CO₂ emissions growth (%)_1956,Annual CO₂ emissions growth (%)_1957,Annual CO₂ emissions growth (%)_1958,Annual CO₂ emissions growth (%)_1959,Annual CO₂ emissions growth (%)_1960,Annual CO₂ emissions growth (%)_1961,Annual CO₂ emissions growth (%)_1962,Annual CO₂ emissions growth (%)_1963,Annual CO₂ emissions growth (%)_1964,Annual CO₂ emissions growth (%)_1965,Annual CO₂ emissions growth (%)_1966,Annual CO₂ emissions growth (%)_1967,Annual CO₂ emissions growth (%)_1968,Annual CO₂ emissions growth (%)_1969,Annual CO₂ emissions growth (%)_1970,Annual CO₂ emissions growth (%)_1971,Annual CO₂ emissions growth (%)_1972,Annual CO₂ emissions growth (%)_1973,Annual CO₂ emissions growth (%)_1974,Annual CO₂ emissions growth (%)_1975,Annual CO₂ emissions growth (%)_1976,Annual CO₂ emissions growth (%)_1977,Annual CO₂ emissions growth (%)_1978,Annual CO₂ emissions growth (%)_1979,Annual CO₂ emissions growth (%)_1980,Annual CO₂ emissions growth (%)_1981,Annual CO₂ emissions growth (%)_1982,Annual CO₂ emissions growth (%)_1983,Annual CO₂ emissions growth (%)_1984,Annual CO₂ emissions growth (%)_1985,Annual CO₂ emissions growth (%)_1986,Annual CO₂ emissions growth (%)_1987,Annual CO₂ emissions growth (%)_1988,Annual CO₂ emissions growth (%)_1989,Annual CO₂ emissions growth (%)_1990,Annual CO₂ emissions growth (%)_1991,Annual CO₂ emissions growth (%)_1992,Annual CO₂ emissions growth (%)_1993,Annual CO₂ emissions growth (%)_1994,Annual CO₂ emissions growth (%)_1995,Annual CO₂ emissions growth (%)_1996,Annual CO₂ emissions growth (%)_1997,Annual CO₂ emissions growth (%)_1998,Annual CO₂ emissions growth (%)_1999,Annual CO₂ emissions growth (%)_2000,Annual CO₂ emissions growth (%)_2001,Annual CO₂ emissions growth (%)_2002,Annual CO₂ emissions growth (%)_2003,Annual CO₂ emissions growth (%)_2004,Annual CO₂ emissions growth (%)_2005,Annual CO₂ emissions growth (%)_2006,Annual CO₂ emissions growth (%)_2007,Annual CO₂ emissions growth (%)_2008,Annual CO₂ emissions growth (%)_2009,Annual CO₂ emissions growth (%)_2010,Annual CO₂ emissions growth (%)_2011,Annual CO₂ emissions growth (%)_2012,Annual CO₂ emissions growth (%)_2013,Annual CO₂ emissions growth (%)_2014,Annual CO₂ emissions growth (%)_2015,Annual CO₂ emissions growth (%)_2016,Annual CO₂ emissions growth (%)_2017,Annual CO₂ emissions growth (%)_2018,Annual CO₂ emissions growth (%)_2019,Annual CO₂ emissions growth (%)_2020,Annual CO₂ emissions growth (%)_2021,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021
Somalia,-0.011792094,0,0,0,0,38.46154,5.555558,5.2631617,14.999998,4.347825,-4.166669,4.347825,20.833338,-3.4482777,32.142853,-2.702701,5.555558,63.15789,-32.258064,4.7619104,34.09091,-13.559323,25.4902,12.5,25,52.22223,-4.3795705,66.41221,-30.275232,-12.5,66.91729,-66.21622,161.33333,30.10204,-23.529411,20.000004,7.692313,7.5396776,1.0788083,-5.1396074,-17.842663,-10.006941,-5.374879,-6.053257,-1.1734366,-5.334842,-1.7397404,-7.006371,-5.479455,-3.6231816,-2.2556365,4.6153903,11.764706,0.6578922,0,0.6536007,0,7.7922106,-1.2048185,-0.6097555,2.4539828,0,-0.5988002,3.6144614,0,0,1.1627913,0,0,0,-6.3218412,8.941925,2.889022481,2.785135046,2.659919978,2.590669742,2.529460035,2.482070958,2.463036077,2.40968837,2.41862536,2.486489312,2.511322342,2.529882448,2.54829786,2.575560037,2.640303797,2.66757157,2.671564838,2.702847612,2.712317568,2.715243927,2.682440281,2.66838242,2.703298761,2.605254753,2.489507185,2.489772131,2.673107576,7.384346717,13.22496715,8.951410919,0.729935903,0.282951848,3.192664065,3.666038117,4.080928425,4.15998826,3.573244841,-0.014997195,-1.806830344,-0.573372898,-3.892536855,-4.627555585,2.998625633,5.228642649,3.715571248,3.733545018,3.58975895,4.194341871,4.06241096,4.014325058,3.997936205,3.738260802,3.665788019,3.640682814,3.392146606,2.943080054,3.002393281,2.877263805,2.43578505,2.488818018,1.582824216,1.859430698,3.349960561,3.595455869,3.472179125,3.908282683,4.042470404,3.684550974,3.686958501,3.468856447,3.189712023
South Africa,0.249188352,6.735182,8.81344,0.15966892,4.087174,12.230909,5.216801,2.737391,7.363796,-1.849711,3.5678387,4.370582,3.4764528,3.8375735,8.950424,7.1888804,0.07400513,4.3086886,3.1351805,3.7614822,4.5236826,12.555504,1.8705606,1.0484457,1.8413782,4.7902584,4.272306,3.5403728,1.072073,8.317625,4.358506,12.654579,9.086073,4.0896654,8.116043,2.619946,2.0489454,-0.5544305,4.256618,-0.56723356,-8.153772,4.1851044,-7.57646,6.312084,5.7289004,6.789553,0.5636573,5.9083104,-2.0664096,-0.62859654,0.9111643,-1.7665327,-4.063469,13.431538,11.101937,-7.368183,7.344711,4.0903807,6.4781427,-2.948147,-3.6566377,0.62811375,-1.4924884,-0.071024895,2.8863788,-5.434799,2.4095297,-3.8498402,-0.94290376,6.9369197,-6.574708,-2.1159887,2.148386501,2.212864208,2.189497667,2.209123666,2.290824078,2.353913808,2.414782986,2.388411066,2.470292258,2.706383812,2.922312779,3.084039338,3.153431315,3.175705915,3.193927986,3.185233986,3.159838148,3.135362917,3.09300448,3.03822169,2.959262244,2.914214414,2.905405166,2.865426172,2.809991959,2.721916703,2.72366845,2.757384949,2.716891247,2.693164048,2.634034784,2.656185967,2.822048342,2.999728204,3.233822539,3.542738064,3.674893193,3.562956093,3.343500315,2.955089375,2.294547948,1.724051485,1.508262117,1.476484222,1.481932274,1.447162494,1.38091499,1.306997448,1.245242088,1.157919127,1.10990068,1.159802666,1.182771592,1.183257618,1.182211354,1.181563213,1.201826378,1.275319469,1.29596618,1.237942005,1.236390622,1.258563823,1.242902981,1.453368172,1.986895538,0.782151269,0.141932032,1.053246406,1.159034746,1.119126289,0.932960487
South Korea,0.514575928,33.89486,18.417168,35.556244,9.91323,24.930132,17.227268,8.726847,9.669542,24.56311,11.752057,15.219855,19.468058,22.13924,5.27426,12.539471,20.033085,17.113472,5.9348226,14.170647,26.486004,8.968186,2.9270768,21.125626,3.5298347,8.094299,14.006794,13.270187,7.2630525,17.463816,1.2419224,3.7653446,0.8540511,5.932367,7.7560306,5.0138235,4.46769,5.1396966,13.80843,5.9524655,12.080181,10.050416,8.784283,10.092688,7.7295184,7.8636646,9.729981,5.694008,-15.041506,8.591997,7.176745,3.5569668,4.4848204,1.9215703,1.2729764,1.4853477,0.9604931,3.6209226,2.0973444,0.97044706,10.508966,4.8968196,0.7218361,1.0570407,-0.82167983,0.7643938,0.5892277,2.6058674,2.3881674,-3.5911083,-7.501584,3.0856133,-0.037760992,1.408624902,2.484127079,2.964576723,3.259382638,3.377126665,3.416940568,3.367259594,3.237917461,3.081925822,2.725128641,2.365786259,2.209428795,2.058507392,1.914318436,2.025028861,2.200099181,2.142093857,2.124301187,2.215416533,2.219127138,2.183881088,2.169888176,2.059147475,1.878706295,1.657320928,1.449493486,1.327680866,1.247245386,1.252266914,1.58863212,1.831757576,1.707488062,1.550669507,1.386890467,1.395053861,1.478131822,1.446439562,1.430606021,1.36642813,0.901974738,0.533603352,0.542160759,0.522343431,0.500761888,0.552328535,0.59612803,0.570556738,0.525134113,0.495601642,0.488678435,0.405173438,0.299685817,0.235990738,0.180591107,0.18112531,0.253729226,0.330813003,0.395758112,0.497094716,0.7938702,1.008025706,0.970701956,0.919419543,0.837537968,0.570240461,0.281067516,0.174364264,0.083341773,-0.154431005,-0.290120057
South Sudan,0.049940509,31.334114,5.0774455,9.661031,-1.7628431,13.45346,-3.16208,28.571999,11.745429,5.9663177,-0.5359769,1.8869042,7.142544,13.085985,10.6987,30.572664,8.91223,20.526922,-2.531755,34.711086,16.038382,2.6434302,7.9471946,0.88602304,4.7298193,-25.419449,-11.418623,1.367271,-9.633809,3.8378,4.9281597,-2.8377116,5.136192,2.10706,-10.318792,16.213345,4.3204546,-21.138847,44.63879,-22.466057,38.731766,-6.3290954,-10.585499,-31.066418,37.51526,3.3658981,3.1703591,22.425472,-13.297325,8.45089,8.730173,15.063036,27.450836,11.719477,26.366924,-4.198706,9.501505,17.47638,5.6176305,4.1615486,1.7493963,-2.4395943,3.8104534,8.539951,5.3299546,25.783134,-10.919541,-14.623653,19.39547,2.5316477,-4.9382687,8.941925,1.313324886,1.460444514,1.616294296,1.739867618,1.832846198,1.846287559,1.784244788,1.54495404,1.371940164,1.428351442,1.478457267,1.523414664,1.498434252,1.73317269,1.760382091,1.272466826,1.080151935,1.158724683,1.155084858,1.162979081,1.587816371,1.978790572,2.238909603,2.469594105,2.455371087,2.432856408,2.414159049,2.405962299,2.390035026,2.38258471,2.382984667,2.386437161,2.330263232,2.221516862,2.27789494,2.428932129,1.573312629,-1.66860437,-2.293832015,1.061743982,2.57635111,1.929042386,1.315725261,2.470708346,3.010946554,2.411340437,2.755496319,1.885717128,2.579388134,4.514554655,4.574031672,4.518730874,4.543004816,4.620448543,4.688640338,4.755201915,4.85582171,4.886093003,4.657268941,5.376303951,5.580852053,4.570520967,3.8223794,0.800921041,-0.416014733,-1.469727375,-4.162912761,-2.816531758,0.41305634,1.597565726,1.494088222
Spain,0.197280665,0.24130344,13.551224,3.5339117,2.0365357,1.3782263,5.1182866,18.61496,11.270821,-6.790209,-6.1701655,9.702706,11.880922,-2.0557344,9.500563,10.410822,9.288263,11.308039,12.296295,-0.2889037,20.705164,10.01321,12.655985,7.0766687,11.427891,4.8578978,9.219551,-1.4750481,2.4045587,1.6202688,5.507052,-3.6536992,1.2141585,-2.4752796,-2.8352797,1.1454582,-5.411214,0.20908117,4.194987,13.890303,2.4967551,4.221463,3.497088,-3.453195,5.104828,5.443859,-4.712552,4.8656464,3.3001065,8.546734,4.0246844,0.56028366,6.4594984,1.3202071,4.959011,4.3418527,-2.3578167,2.153647,-8.576995,-11.726248,-4.57443,0.30474663,-2.022171,-9.393674,0.8888602,6.5259933,-4.113519,5.377972,-1.8244982,-6.678957,-14.775097,7.791221,0.45056923,0.679276477,0.717094411,0.663559275,0.698164921,0.704031054,0.685063594,0.823687402,0.918725018,0.800741028,0.896100616,1.067167421,1.101126283,1.17729558,1.118291728,1.036788546,1.056715801,0.987189421,0.879860945,0.8315349,0.953855986,1.085266658,1.067736744,1.223935555,1.229098252,1.060846985,1.030340602,0.963912385,0.885367958,0.819066854,0.734184025,0.613747004,0.493687304,0.422373547,0.374236202,0.310620837,0.27354707,0.238386662,0.188743122,0.145124595,0.336041863,0.597184319,0.630313332,0.577359213,0.512657124,0.465064387,0.443545173,0.413233812,0.392514837,0.422847074,0.458717704,1.179455955,1.784614092,1.713731265,1.649463321,1.630183106,1.827138503,1.538288001,0.765503979,0.308152673,0.199617413,-0.077495899,-0.491030394,-0.458166146,-0.175506395,0.016850643,0.175934671,0.412283122,0.715348421,0.484108924,0.252463678
Sri Lanka,-0.009265215,-4.971367,25.361765,6.6155195,-13.657152,-6.7757425,-14.763951,63.59241,-15.962285,5.4489017,9.807229,3.4109592,9.7332,-1.1423111,-10.276169,16.935062,0.13908148,10.728359,9.94885,33.259727,-16.731762,-11.121774,10.785031,4.138446,-20.49216,-1.2397468,-3.256774,4.0114403,18.017828,10.870827,-11.0374155,18.207264,11.516941,8.68634,-20.655369,1.6735077,-6.543106,10.016012,-14.161676,-0.27850866,11.134541,8.024812,23.394024,-2.563578,9.24089,6.974387,19.887293,7.886207,2.867353,10.091758,18.992065,1.8972635,6.0200334,0.045859814,10.904026,-1.7463684,-1.1954844,3.0474305,-1.3546765,7.9864025,0.8215189,14.061499,6.1261654,-8.150286,20.05098,13.015926,16.759872,-0.4962206,-12.136817,5.6491375,-2.8612077,-2.453673,1.888474058,1.949286075,1.984808894,2.028213737,2.064098196,2.09598372,2.16716631,2.290409481,2.412684404,2.473994183,2.477780625,2.469041697,2.468474212,2.459744005,2.447506801,2.427469125,2.422766399,2.404633196,2.315922592,2.228181388,2.145564811,2.045342656,1.981723045,1.921193665,1.868457765,1.868374877,1.862268834,1.87848866,1.919590466,1.866392645,1.752626435,1.601836919,1.410494582,1.312785571,1.333725348,1.362152093,1.371516529,1.354030954,1.278466984,1.248782114,1.245110501,1.207123524,1.168528819,1.091478743,0.976288429,0.866298759,0.762787044,0.665020431,0.648046783,0.628874967,0.825761032,1.051842507,1.018984878,0.943397054,0.884955234,0.925426872,0.97069017,0.962752831,0.907021649,0.849017875,0.867377383,0.685826992,0.466337383,0.42377653,0.368513729,0.329285677,0.288460991,0.258468645,0.254057157,0.260271258,0.243487138
Sudan,-0.086817817,31.333267,5.076027,9.661913,-1.7620504,13.424826,-3.1623662,28.581451,11.739218,5.963707,-0.53954124,1.8962383,7.139075,13.086021,10.707307,30.578053,8.910406,20.525955,-2.5335252,34.71384,16.041862,2.6412964,7.949984,0.8835435,4.7245026,-25.418674,-11.433488,1.339829,-9.688687,3.8143277,4.903531,-2.8330863,5.0725937,2.0622134,-10.3446665,16.20301,4.381585,-21.172142,44.707943,-22.551304,39.002003,-6.341207,-10.68421,-31.157112,39.326954,3.2461286,3.3692718,22.625208,-12.945885,8.71563,11.330425,13.715076,26.854134,11.550069,27.608883,-2.8291404,9.34329,17.489517,4.5316696,4.4175625,1.7872214,-2.3796797,3.715396,11.79508,3.1030774,20.836948,-5.435771,2.2723675,6.156373,0.082051754,-5.718422,8.075237,3.035585485,3.045958639,3.020821169,3.028511563,3.0523435,3.042938439,3.007358693,2.877300931,2.843053118,2.940980929,2.994443848,3.061314928,3.090630926,3.198820007,3.259548239,3.116659258,3.057336113,3.083526352,3.070403193,3.082119947,3.203023504,3.310618363,3.404524044,3.867879184,4.240632356,4.220896718,4.287561011,4.37497272,4.385632701,4.413402423,4.40626285,4.171728101,3.306264045,2.243442144,1.771171887,1.835948632,1.656054925,1.010142066,1.21149992,1.7418043,1.666940088,1.470406284,1.722741722,2.43608569,2.622506195,2.521537467,2.579593104,2.465987339,2.55265058,2.744625924,2.604017789,2.42631272,2.337485167,2.357775408,2.524392612,2.733798389,2.882369228,2.850056251,2.781494668,2.39101403,1.95947617,2.079654206,2.285006053,2.761005631,3.128531122,3.139589735,3.305408956,3.230452688,2.89533902,2.739397326,2.681441748
Suriname,0.208852307,10.344828,14.0625,16.438353,8.2353,-7.608694,9.411764,9.677422,-14.705885,14.942527,17.999994,-0.84745884,15.384615,7.407403,13.793098,31.515158,37.78802,21.739124,8.791208,4.797983,5.7831287,6.592989,1.7078638,20.801163,-23.999865,26.093542,-1.1005342,-4.958659,26.051485,-4.1429224,3.3430815,-14.395738,-7.7776136,-26.650208,13.11717,2.8236508,10.093141,-0.008195639,6.665814,-1.1808574,-6.177473,16.448677,0.36131144,0.36001205,0.22039413,0.8959651,1.065886,1.054585,-0.001043081,0.8695364,3.278482,7.7763677,-33.972706,-1.432395,1.1716962,2.1040797,9.445274,1.0252118,9.974134,3.0615568,19.056177,16.244007,-9.5449505,26.295626,1.6925812,-15.225172,7.644117,-16.9257,-13.892484,26.155853,10.704433,26.204788,2.79273936,3.123512279,3.087821413,3.123061152,3.121655286,3.13157992,3.207690202,3.275653924,3.340333377,3.394852988,3.445149314,3.604346442,3.699875212,3.4447695,3.244246008,3.263060261,3.301946179,3.340106195,3.372909351,3.356510387,3.244102618,1.500791486,-0.175503597,-0.331412996,-0.486631717,-0.614664943,-0.74867831,-0.876183363,-1.025700988,-0.348123524,0.556363882,0.733784316,0.853764921,1.090876661,1.358115103,1.41678381,1.163047996,1.304782892,1.49052468,0.995923553,0.684159212,0.737435586,0.546917155,0.832635569,1.720249571,2.048896856,1.970873764,1.942457429,1.936227317,1.898796967,1.854788776,1.802188938,1.712836348,1.366158605,1.07198192,1.071914797,1.065082233,1.056217742,1.056740005,1.057244157,1.060615887,1.055605302,1.050965514,1.038218893,1.043261242,1.071378379,1.084944998,1.083782544,1.146233185,1.158959627,1.000695301
Sweden,0.14143838,16.684914,3.242588,-5.712998,5.976081,13.340389,10.9470005,-10.448766,8.309687,0.7546544,15.9999485,-0.75454116,5.067837,7.880366,9.138918,3.6346078,15.912401,-4.9472513,12.587142,11.30724,6.8370104,-8.428228,0.22999048,3.0533671,-8.553934,1.1741996,9.262907,-2.8336823,-7.305664,6.7845106,-15.500307,-3.2423139,-10.278016,-6.4064207,-1.6479433,8.822346,-0.56800246,-3.7333965,-3.8019896,-3.3162236,3.5826683,0.39947033,-0.29857755,-0.011074543,4.2627573,-0.8470893,6.511736,-7.8855095,0.7171631,-4.7961593,-1.8783748,1.6521215,1.5183926,1.0704637,-1.3532162,-4.6739697,-0.2547741,-1.3843715,-4.0141344,-7.132292,12.450468,-7.3595047,-5.0779223,-3.2325625,-3.8244247,-0.12564063,-0.010669231,-2.2055566,-0.9892523,-2.451539,-10.533953,5.0108433,0.562089908,0.530102719,0.547249461,0.548035696,0.554700439,0.592032053,0.623397204,0.647228418,0.686428662,0.684700357,0.698126697,0.751496123,0.807001961,0.902594796,0.950895295,0.909708562,0.820215007,0.658205057,0.459623527,0.388625622,0.418885459,0.399608952,0.346967181,0.325728765,0.281951121,0.178646973,0.122958527,0.111091688,0.129638178,0.185171259,0.209017721,0.216889428,0.229111458,0.244843097,0.253768955,0.284411213,0.340002117,0.381619935,0.452694469,0.510464768,0.514839623,0.501008064,0.445397844,0.39027058,0.311491749,0.195867393,0.139847226,0.147468248,0.172065247,0.226264684,0.306096662,0.378531373,0.475994639,0.568041577,0.622129329,0.688900718,0.747385842,0.775421819,0.813034036,0.859197609,0.872874044,0.859166833,0.867703566,0.896611706,0.906493376,0.92108443,0.936497835,0.931462403,0.950211214,0.922085683,0.908555001
Switzerland,0.334208059,20.185434,-8.731354,-7.939327,21.868265,8.107864,25.31736,3.712368,-7.964879,1.9450307,17.44877,4.4229746,18.478632,20.507061,-3.2369196,7.819438,3.8258076,3.2715201,10.645592,5.740857,5.77538,4.084289,2.4539828,7.658553,-10.336208,-5.734706,3.5492182,1.4855146,2.7588606,-5.46664,1.5694022,-4.1447043,-5.736965,9.394574,-2.2339582,1.6667604,6.198144,-4.831946,1.1371136,-3.0577302,12.029516,4.474342,-0.25653243,-5.242962,-2.1545768,1.7378926,1.5925527,-2.4126053,3.668058,-0.39613843,-1.8515825,3.3629775,-3.5935104,2.7269363,1.311028,1.2090683,-0.89689493,-4.4190226,3.0968547,-2.6306927,3.4772158,-9.0185585,3.0930877,2.210319,-9.156239,-1.2822151,1.1698961,-2.569127,-3.4183204,-0.38064122,-6.7843733,4.5336843,1.075807988,1.25309971,1.249256783,1.220454667,1.20536447,1.217558429,1.260620357,1.29492045,1.294433869,1.299242434,2.061158685,2.628611058,2.259939431,1.750120809,1.19148679,1.034431106,1.198186655,1.195307984,1.033662745,0.559466367,0.35952768,0.671524797,0.656370479,0.445414114,-0.137261209,-0.642483064,-0.362122315,0.033708508,0.263958805,0.500861076,0.688651132,0.729694094,0.55101346,0.450673471,0.492765414,0.539322713,0.625486283,0.706736539,0.763103916,0.925258951,1.184223834,1.06908723,0.815734386,0.690327398,0.566092449,0.348971792,0.160453336,0.239049031,0.43736015,0.537911522,0.579605681,0.721117412,0.760189214,0.699868495,0.652276811,0.63892644,0.908126698,1.300194372,1.268412511,1.140554937,1.121456,1.035044426,1.113230354,1.17828827,1.094968694,1.048346076,0.872922586,0.661105342,0.634669228,0.654641858,0.512327024
Syria,0.209179563,-7.969075,24.923779,7.6462746,12.85491,184.49216,21.826077,-1.0961652,9.41807,2.6935458,44.602215,-4.901367,4.5390368,12.700629,20.9355,-15.798389,33.730473,-6.265962,29.343403,21.47609,-8.056509,33.44785,-12.597299,1.6618371,22.437477,15.7107115,22.969425,6.516707,3.7522197,48.106277,-7.818288,28.02149,-8.178652,13.996053,18.270386,-10.53192,5.7295203,15.67142,2.0483851,-6.5645876,8.094382,13.916683,0.85526705,6.2494874,0.94747543,0.9472847,2.268052,4.5175195,7.921171,3.7477732,-1.7762303,-5.9442043,-20.80707,36.253883,-6.7141414,-1.0443032,5.739188,24.218582,1.6430974,-7.065475,-1.9794464,-4.6764193,-22.07061,-25.751883,-9.105748,-7.5615644,-5.8279037,5.5960298,13.99597,-11.557651,-8.244771,3.4366608,2.19164473,2.272227263,2.330270423,2.445751917,2.602793839,2.714183728,2.803578511,2.884567781,2.952246176,3.01769563,2.984321438,2.956266837,3.040092164,3.110925829,3.177953901,3.262381464,3.308621793,3.339660952,3.39615414,3.439425859,3.503731598,3.533096188,3.456046238,3.438989472,3.474503299,3.482495894,3.485072279,3.495786397,3.487193083,3.452679376,3.411405534,3.326642673,3.416380885,3.558961801,3.55216627,3.527643843,3.478523596,3.389797595,3.267252109,3.142032345,3.029817372,2.949815405,2.929473586,2.904697875,2.879186647,2.843011699,2.768185674,2.704446976,2.659677668,2.630705018,2.654527038,2.692740116,2.689821051,2.761600478,2.836507756,4.728220226,6.782183248,3.769750844,1.558329919,2.254940559,1.620897963,-0.825869187,-5.461206027,-7.284475771,-4.792717242,-1.407651841,0.166478839,2.139799803,4.492940852,3.87729006,3.128059043
Taiwan,0.526764362,29.723549,30.22871,1.2564778,0.2255559,10.954702,6.7706823,6.4835787,16.949833,14.853001,8.029485,5.512488,13.061083,6.6629767,11.904324,5.5457354,9.06024,12.888611,9.880316,8.907736,9.292269,9.538913,13.968492,12.191713,-2.3236454,10.54281,29.101933,8.966041,16.191124,6.670904,10.227335,-10.13323,0.4436016,10.284864,2.0771146,-0.1543343,11.328912,4.105437,15.159094,8.871471,0.8589387,7.5855136,6.4249516,8.172274,4.78909,4.785502,4.6818376,7.784772,5.045736,3.814721,9.187328,1.2679577,3.2853603,4.6021104,3.8811922,3.3259273,3.6399603,1.3184428,-4.7198,-5.28481,6.9871902,2.2709727,-1.2827337,0.41577816,0.91210604,-0.18200278,1.4003038,1.9719005,-0.6419003,-3.3385515,-0.7903576,7.142532,4.183804746,4.080054034,3.925865947,3.798183235,3.674106215,3.548965533,3.438797403,3.342397457,3.289830025,3.30821475,3.371521838,3.433941512,3.460092888,3.451425182,3.450102954,3.427020002,2.995204827,2.574348385,2.511121922,2.447128399,2.373064998,2.283464939,2.186999568,2.102214306,2.036729047,1.991422115,1.958298509,1.91960323,1.870442942,1.803432645,1.719674632,1.627766351,1.532769538,1.434550362,1.333034967,1.222373102,1.101858785,0.974499293,0.840027414,0.781935832,0.833038029,0.866683415,0.849594642,0.844133169,0.835458479,0.807146445,0.781118468,0.750625882,0.700630737,0.63685788,0.59721568,0.54391338,0.463717769,0.391543831,0.318509524,0.268690912,0.23846161,0.208136022,0.185212898,0.176837048,0.287391105,0.437085974,0.463605776,0.423356644,0.376132796,0.300372497,0.1892101,0.095710395,0.016292064,-0.044430847,-0.079063909
Tajikistan,0.25261895,8.3425045,7.0845127,5.78928,9.188377,13.3906,9.678102,9.436882,6.752181,5.1362395,4.12271,3.1622648,5.013609,7.2854996,6.378579,6.0920954,5.621016,4.61843,2.859807,4.1826844,5.2030087,6.180346,5.27544,4.2911887,3.878665,5.159664,3.829217,3.3958912,3.454852,0.80525875,3.9069414,-1.8452644,1.8768787,1.4315248,0.88409185,7.783842,-4.320073,-1.8971205,7.9842687,-0.765717,-5.481255,-19.28169,-24.33139,-29.248451,-54.4521,3.8290977,15.4796715,-23.858435,16.119694,0.8222103,-11.256045,2.405882,-17.938536,10.313738,23.644077,-4.7258496,8.84124,21.540176,-10.259253,-15.609217,3.7824035,-7.714784,25.320065,-0.9040296,58.248756,15.263939,7.359457,20.475124,17.533195,9.878993,4.9924016,7.328093,4.036126845,3.718991524,3.545876883,3.387025784,3.279459301,3.233528127,3.187932273,3.16668687,3.17379935,3.173880733,3.148349706,3.130061588,3.135635985,3.168776841,3.202706326,3.226736459,3.281654046,3.348856689,3.371577562,3.300296087,3.218664331,3.195233674,3.196254211,3.209019953,3.244099911,3.283671118,3.297659053,3.264307748,3.13311612,2.98311236,2.913909032,2.893340191,2.893954006,2.91646864,2.910503461,2.997755843,3.134408457,3.116835968,3.172215357,2.829206707,2.434989266,1.639744521,0.902220429,1.32906878,1.777957084,1.881919398,1.27411402,0.674811837,0.637305504,1.455612638,2.290706899,2.243264461,2.168330555,2.109284734,2.06816921,2.022697304,2.0141837,2.051598224,2.114108795,2.170049283,2.20166371,2.220461341,2.259261415,2.286770475,2.294398026,2.271077938,2.189613867,2.149856549,2.165290395,2.08761025,2.050542769
Tanzania,-0.096147221,-10.294115,20.491802,-2.0408154,2.0833373,3.401363,18.421055,15.555561,5.288458,-14.155251,20.212769,-15.044249,8.854162,4.7846913,28.76712,12.411356,17.963255,28.318287,-6.0453596,8.647084,-1.6332746,39.432632,-12.066734,47.04448,-27.626245,-0.9492636,22.105837,-27.93808,9.449493,-6.1229763,-9.169519,12.445438,1.9685984,2.2345066,6.860566,-0.387007,-2.57954,3.9479017,-4.0474596,-4.8460903,-2.2802114,6.7679048,-3.4443796,11.409319,-14.959091,17.971157,3.8134813,11.780238,-12.159258,-0.8940995,4.5985103,18.235683,14.627874,5.7844877,14.483511,26.876522,9.716988,-2.894622,3.5948753,-2.437663,20.041239,8.679617,16.76097,10.267997,-5.043721,5.706644,5.041504,9.9907875,5.3758383,16.096115,3.095162,8.811701,2.612550924,2.666840929,2.703169491,2.758083772,2.794867384,2.818136623,2.847939292,2.867916803,2.883542444,2.906409147,2.963241398,2.989026306,2.973616221,2.999691908,3.00869698,2.998230914,2.998566651,3.157927579,3.347835607,3.410306534,3.469308057,3.566720206,3.611464901,3.617484485,3.647401217,3.644726846,3.623412873,3.530842995,3.345203616,3.117603456,2.997008091,2.993466942,3.21250842,3.200492557,3.234448175,3.333784327,3.330299201,3.115613244,2.776856158,2.729695701,2.667589166,2.623342109,3.274691997,4.005041975,3.290553278,1.963070267,2.137230935,2.693740107,2.72015335,2.911544161,2.776150633,2.662107502,2.699648288,2.744300329,2.79714434,2.82056908,2.806069295,2.708725648,2.464796814,2.542695123,2.810438995,2.871654529,3.004518061,3.139697672,3.399999171,3.551797364,3.463871528,3.290980872,3.123937638,3.116367683,3.104717621
